이름   작성시간    내용    공감    댓글
익명,06/21 01:28,나 자려고 누웠는데 엄마아빠가 가끔 자기전에 노래 듣거나 귀여운 동물영상 막 그런거 보다 주무시거든? 지금 방에서 엄마아빠 같이 양희은의 엄마가 딸에게?  이거 듣고있는데 나 자는데까지 다들리거든ㅋㅋㅋㄱ 안그래도 나 인프핀데 감정 터져서 혼자 눈물 쥘쥘 흘ㅈ리고 있다ㅜㅜㅜㅋㅋㅋ살려조,0,0
(알수없음),06/19 16:59,와!isfp!,0,1
(알수없음),06/16 23:32,🤔MBTI 30일 챌린지 INFJ 30일차🤔<마지막 소감!>챌린지 오랫동안 하면서 내 자신 돌아 볼 수 있어 좋았어 ㅎㅎ처음에는 굳이 왜하나 싶다가도 하니까 재밌는 점도 있더라고 ㅋㅋ먼저 완주한 엔프제 대장도 같이 글써서 좋았고내 글 보면서 공감해주고 댓글도 달아준 인프제 친구들도 고마워활성화되서 성격얘기 많이 나눌 수 있는 게시판 되기를 바라며드디어 끝!#MBTI #INFJ #예언자형,4,7
익명,06/16 22:43,mbti 다들 16personality에서 해본걸로 말하는건가요?고등학교 때 학교에서 받았던거랑 최근에 16person~에서 한거랑 달라서 어떤게 제 mbti인지 모르겠어요,0,4
INFP집순이,06/16 21:02,🏠 INFP mbti 30일 챌린지 🏠안녕 요즘 mbti에 환장한 인프피 집순이야...ㅎ에타 하면서 고닉 판거 처음인데 떨린닿....소심해서 여태 고닉 안하고 살았는데 mbti가 날 이렇게 만들었어...ㅋㅋㅋㅋ같이 즐길 인프피 및 다양한 mbti 칭구들 환영해요~~~ 게시판 만들어준 INFP대장님 감사합니당 🤗🍀내 mbti는 닉넴에서도 보이듯 INFP고 간단소개를 하자면 (사실 tmi가 더 많으니 주의)=====================================1. 닉네임에서도 보이듯 집순이 성향이 아주 강해...ㅎ 코로나땜에 사회적 거,5,4
익명,06/16 02:32,나 인프제인데 요즘 인생살기가 너무 힘들다.. 밤에 온갖 잡생각이 들어서 못자는건 기본이고 학점받는 것에 대한 본질에 대해 질문이 계속 맴돌고.. 참 그냥 공부했으면 좋겠는데 이런 질문들이 계속 발목잡고 하.. 난 왤캐 고민하지 이세상 돌아가는것에도 사회에도 내 자신에 대해서도 학교에 대해서도 끝없는 생각 이제 그만하고 싶어 초등학생때부터 이래서 진짜 너무 힘들다,2,5
익명,06/15 10:50,나 ENFP인데 INFJ가 이상형이야사실 어쩌다보니 내가 좋아하는 사람들이 인프제더라구,0,4
에붕이담당일찐,06/15 07:15,"와 이런 게시판도 있넹.안녕하세오, 머릿 속이 꽃밭인 ENFP 고닉이에오.",0,2
인프피마법사,06/14 02:50,작은 인프피는 고민이에요. 어차피 조진 시험 교수한테 엿이나 먹으라는 식으로 놀까요? 아니면 벼락치기 식으로 공부할까요...?20년인생 막판에 벼락치기 식으로 해왔는데 이번엔 뭔가 교수한테 소심한 복수하고픈 느낌.......?에라이 나만 망했냐 우리 모두다 망했다 어디 쑤레기같은 테스트지나 받아봐라!!!!! 하고 싶어요 ㅋㅋㅋㅋㅋㅋㅋ,0,1
익명,06/10 22:40,하 ㅅㅂ 나 인프피고 엄마가 잇티제(istj)인데 진심 매일 혼나.....일부러 그런건 아니겠지만 엄마는 내 자존감 깎는데 뭐 있는 거 같다ㅜㅜㅜㅜㅜ 방금도 세상 멸망할듯이 뒤지게 혼났는데 이유가 샤워 늦게 해서임.....,0,3
(알수없음),06/10 18:37,"🤔MBTI 30일 챌린지 INFJ 29일차🤔<INFJ를 한단어로 표현해보자>1일차 때 이미 말하긴 했지만, 이번에는 다른 표현 중에 마음에 드는걸로 골라서 말하면INFJ는 '신념의 수호자'이다.분명 이세상을 살아가기에 힘들거다. 괴리감을 평생 못지울거다. 라는 말을 하겠지만, 항상 마음 속에 있는 그 신념을 잃지 않는 것이 INFJ이며, 나를 버티게 하던것은 신념이었고, 신념없이 산다는 것은 상상할 수 없고 이를 지키려고 하는 모습은 내가 나 자신을 바라볼 때 가장 맘에 드는 부분이니까내일이면 끝난다. 며칠 안남겨두고 질질끌었지만 맘에 여유가 ",0,10
인프피마법사,06/10 01:11,그렇습니다. 오랜시간 하라는 공부는 안하고 mbti 특징만 보던 인터넷 망령은 다음 학기에 완벽한 수강을 위해 이번학기를 포기했습니다. 이것도 infp의 특징인것 같네요 ㅎㅎㅎㅎㅎㅎㅎ,1,0
ESFJ대장,06/07 19:39,"🎉MBTI 30일 챌린지 ESFJ - 6일차🎉「반대 mbti 빙고」오늘은 INTP 빙고 시간~!!세상에 빙고판이 너무 귀여워서 나도모르게 해보림ㅠ맞는것만 보면1. 최소노력 -> 최대이익이건 죽을때까지 가져갈 내 천성인데 왜 여기와있지?2. 지적호기심 많음가끔 투머치임3. 자발적 아싸문어발식 핵인싸 사람관계는 20대초반까지 열심히 즐겼고, 이젠 식상해져서 최근엔 주로 혼자있거나 정말 친한 평생 친구들과만 시간보내는편.이성적으로 매력있거나, 동성인데 정말 가까이 지내고싶은 사람 아니면 걍 안다가가는듯..! 다가와도 피하고 ㅋㅋ여담으로IN",0,4
ENFJ대장,06/06 23:06,"[16personality는 진짜 MBTI가 아니다]6월 3일, 중앙일보가 한국 MBTI 연구소 관계자에게 인터뷰한 영상이야.영상링크는 맨 아래에 뒀으니 참고하고, 간략하게 중요 포인트만 말해줄게. 영상은 딱 10분이니까 자기 전에 한 번 봤으면 좋겠어1. 16personality는 신뢰하기 어려운 검사다.- MBTI연구소 관계자에 따르면, 16personality는 영국 무자격 회사가 만든 사이트이며, MBTI 코드를 도용했다고 한다. 저작권 등 법적 문제를 피하기 위해 코드 뒤에 ‘INFP-A’, ‘ENFJ-T’ 등을 자기네들이 넣은 거라고.2. ",1,1
(알수없음),06/04 23:47,"🤔MBTI 30일 챌린지 INFJ 28일차🤔<INFJ 공략법>어제도 말한 부분이긴한데, INFJ는 진심으로 사람대해주면 됩니다.작은 말이나 행동 같은거 배려해주는거 잘 캐치하는 편이고그 사람이 진심 보여주면 INFJ도 그 사람 진심으로 대해줍니다. 경청해주고 공감해주고 아런 것들 잘해주세요내 진심 몰라주면 어쩌나 생각하지마세요. 이런 부분에 대해선 예민하고 직관력이 뛰어난 편이니까요오히려 오버해서 다가가면 부담스러우니 자연스러우면서도 신경써주는 느낌이 들면 됩니다.그럼 28일차 끝#MBTI #INFJ #예언자형",2,0
(알수없음),06/03 23:44,"🤔MBTI 30일 챌린지 INFJ 27일차🤔<INFJ 픽크루 만들기>픽크루 찾아보니까 이상형 아바타 만들기라는데 그거말고 조금은 항목을 바꾸서 이상형 말하기로 할께가장 중요한건 진실된 사람이냐? 사랑의 가치에 대해 깊게 생각을 하는 사람일 것mbti톡방에서도 infj방에서 가끔씩 채팅하는데, 다들 연애라는 것을 재밌게 하고 싶어하기보단 진지하고 열렬하게 하고 싶어하더라고. 그만큼 진지한 사람이니까 그런거같아. 다른 인프제들도 이부분은 비슷할거같은데 댓글로 알려줘또, 개인적으로 말을 예쁘게 하는 사람, 잘 웃는 사람, 말이 잘통하는 사람써보면 ",1,5
ESFJ대장,06/03 01:33,🎉MBTI 30챌린지 ESFJ - 5일차🎉「ESFJ 빙고」5일차인데 갑자기 빙고를 한다고??원래 ESFJ의 장점에 대해 적어야하는데내 스스로 내 성격의 장단점을 적는건 너무 낮간지러워서 못하겠고...챌린지판 유심히 보다가 그나마 해보고싶은 빙고를 먼저 올려봤어.일단 3개빼고 나머지 다 동그라미 쳤는데 하나씩 살펴보면1) 지식을 얻고자 함맞아. 정말 잡다한거라도 호기심도 많고 내 머릿속 지식의 양과 질을 늘리고싶다는 생각에 새로운 지식을 항상 얻고자 해.2) 예의바르고 친절함맞아. 윗사람이던 아랫사람이던 항상 예의있고 친절하게 대하는것 같아.,0,3
(알수없음),06/02 21:23,"🤔MBTI 30일 챌린지 INFJ 26일차🤔<반대 MBTI 빙고>ESTP 빙고하는데 도대체 맞는게 없네..4X4도 4빙고 나왔는데 5X5에서 4개만 해당하는거보면 나랑 완전 반대성격인게 티난다 ㅋㅋ자유를 갈망하는건 내 환경적 요인도 있는데 늦둥이라 부모님 연세가 워낙 많고, 중등교육을 아예 받지 못하셨던 분이라 집에 있으면 답답해..또 둘 다 자존심은 강해서 나도 자존감은 낮으면서 자존심이 쎈편이야설득과 토론도 고조되고 언쟁하는것만 아니면 재밌게하고 단호한 면이 있어서 자기주장이 약한편은 아닌거같아그럼 26일차 끝#MBTI #INFJ #예언",0,0
인프피마법사,06/02 15:05,처음엔 인프피들이 와서 분위기도 띄우고 여러사람들 초대하고 그랬는데어느새 보니 성실한 J들의 일간 챌린지와 몇몇 인싸들만 남았네....사실 본인도 그냥 디씨 갤러리로 도망감 ㅋㅋㅋ,0,3
(알수없음),06/01 23:42,"🤔MBTI 30일 챌린지 INFJ 25일차🤔<INFJ 빙고>드디어 마지막 줄 시작미립아트에서 빙고를 처음 봤었지만 검색하니까 INFJ 이미지 있는 빙고도 있어서 내친김에 두개 다했지첫번째거는 6빙고인데 판타지 좋아한다는건 절대 아니야. 몽상가기질이 있지만 책은 언제나 무언가 얻을 수 있을만한 것만 읽고, 영화도 SF나 영웅물 그닥 좋아하진 않아또 패션은...집이 대가족이라 돈 아껴쓰는게 문화여서 그런지 패션에 돈 투자못하고 있어... 취업하면 신경써야지.😂동물애호가라고 하기엔 엄청 좋아하는편은 아닌거같고, 쉽게 포기하는 성격은 아니야. 근데 시작",0,2
익명,06/01 22:29,entp여러분 뭐 하나만 여쭙겠습니다.인가탐과목 좀 재밌지않나요?? 과제나 그런거 말고 그냥 과목 취지(?)그런거요.,1,8
ENFJ대장,06/01 17:54,"☝🏻MBTI 30일 챌린지 ENFJ 30일차☝🏻[마지막 소감]2020년 상반기를 평가한다면, 코로나 사태로 MBTI 검사, DISC 검사도 받아보면서 내 성격을 자세히 분석해볼 수 있는 시간이었다고 돌아볼 수 있을 거 같아. 요즘처럼 집밖도 못 나갈 때, 이런 검사들을 받아보면서 내 자신도 돌아보는데 큰 도움이 될 거야.이미 30일동안 내 성격에 대해 많은 말을 해서 더 이상 한 말은 없지만, 딱 하나만 말하고 끝낸다면, ‘나 자신을 사랑하자!’[추신] 그래서 결론은 이 게시판을 만든 INFP 대장아! 어디로 가부렸니ㅠㅠ 돌아와서 9일차 해야지….",0,6
ENFJ대장,05/31 23:39,"☝🏻MBTI 30일 챌린지 ENFJ 29일차☝🏻[ENFJ를 한 단어로 표현한다면?]우유부단: 망설이기만 하고 결단성이 없다는 뜻모든 엔프제가 해당하지 않지만, 나같은 경우 정말 인싸가 되고 싶은데 노력을 안해. 시도도 잘 안 하는 사실상 자발적 아싸인거지. 어디 구경하기 좋은 곳에 산책을 나가거나 밥을 먹자거나 누구랑 같이 뭔가 하려고 할 때, 사실 이 사람이랑 같이 가면 좋겠다 싶지만 왠지 상대방이 거절할 거 같아 시도를 안 하는 거야. 어떻게 보면 거절이 두려워서 그런 거 같아! 그게 쌓이고 쌓여 카톡 친구는 500명인데, 연락할 사람은 없고....",0,3
익명,05/31 23:38,난 istp야 난 쨩쨩 귀욤민 게 특징이지!^^istp가 터프할 줄만 아는건 정말 큰 오산이야istp글 없길래 써봤다 글 좀 많이 써조라..,0,0
(알수없음),05/31 22:06,🤔MBTI 30일 챌린지 INFJ 24일차🤔<INFJ랑 어울리는 색>MBTI 챌린지 그림에도 있다시피 초록색이 잘어울린다고 생각해개인적으로는 하늘색을 좋아하고INFJ에게 초록색이 잘 어울린다는건 상록수 색깔같이 일관적인 사람이라는 의미로 골랐어네줄을 드디어 꽉 채웠다!그럼 24일차 끝#MBTI #INFJ #예언자형,0,5
(알수없음),05/31 00:57,"🤔MBTI 30일 챌린지 INFJ 23일차🤔<INFJ랑 어울리는 노래>개인적으로 이적노래가 잘 어울리는거같아감성적이고 저 멀리 떨어진 이상에 대해서 생각하는 노래들이 많아서 좋아.특히 달팽이는 내 최애 노래 중 하나인데, 지친하루에 달팽이 하나보고 언젠가 먼 훗날의 모습을 그리고 언젠가 그 이상에 닿을 날을 고대하는게 현실감각부족한 인프제스러운 곡 같달까 요즘처럼 어디로가는지 어떻게 살고있는지 나조차도 모르는 이 때 이적의 숨겨진 명곡인 '순례자' 한번 들어보길 추천!그럼 23일차 끝#MBTI #INFJ #예언자형",0,0
(알수없음),05/30 00:59,"🤔MBTI 30일 챌린지 INFJ 22일차🤔<호그와트 기숙사>https://www.idrlabs.com/kr/hogwarts-house/test.php여기서 테스트 한번 해본 결과래번클로 당첨!래번클로에 대한 설명으로""현명하고 사려 깋은 래번클로애서는, 지혜와 지식이 있는 사람들이 함께 재치를 배우면서 서로 어울릴 수 있어요""중요한 가치-지성, 창의력, 학식, 재치특징-이성적, 논리적, 학구적,",0,2
ENFJ대장,05/29 23:43,☝🏻MBTI 30일 챌린지 ENFJ 28일차☝🏻[ENFJ 공략법]간단합니다. 우리가 남을 잘 챙기는 만큼 여러분도 관심을 보여주세요! 그리고 그 베푸는 거에 제대로 호응만 해준다면 엔프제는 행복할 겁니다😤그게 다에요. 엔프제가 사는 이유D-2,0,2
빨강만죽이는사람,05/29 18:44,성별에 따른 성격 출현빈도가 다를까? 관련통계가 있으면 알려주라~,0,6
익명,05/29 03:25,"entp♡entp커플 특징맨날 만나면 토론해;; 성매매 합법화 찬성반대, 사교육 금지 찬성 반대부터 시작해서 그냥 토론을 계속함ㅋㅋㅋㅋㅋㅋㅋㅋㅋ재밋긴 한데 종종 피곤하기도 하고 둘다 자강두천이라 절대 안지려고함ㅋㅋㅋㅋㅋ(근데 본인은 mbti안믿는데..누가봐도 잘맞는데..심지어 토론 맨날 본인이 하자그럼)근데또 잘맞는건 진짜 ㅂㅅ같은짓ㅋㅋㅋ 잘맞춰줌.. 뭐 칭찬스티거 붙이기라던가..커플로 버섯키우기 키트를 600일 커플템으로 맞추던가.. 이름도 서로 이름으로 지음...솔직히 entp 끼리 잘맞는다는(내가 지랄맞고 고집쌔서 절대 나랑같은 성격유형 만나지",1,13
(알수없음),05/28 22:16,"🤔MBTI 30일 챌린지 INFJ 21일차🤔<내가 가진 INFJ의 의외의 면?>INFJ가 수줍음 꽤 많고, 겉으로는 무난한 관계지만 사교성이 좋다고는 말하기 힘든데그러다보니 앞에 나서는거 엄청 못할거라고 생각하지만막상 앞에서면 무대체질임이거는 유튜브영상에서도 INFJ 친구의 증언으로도 나와그렇다고해서 항상 발표시키려하고 그러면 난감해😅그럼 21일차 끝#MBTI #INFJ #예언자형",0,4
ENFJ대장,05/28 14:23,"☝🏻MBTI 30일 챌린지 ENFJ 27일차☝🏻[ENFJ 픽크루 만들어보기?????????]이것도 처음 듣는데, 구글링 해보고 바로 접었다ㅋㅋㅋㅋㅋㅋㅋㅋ 아니 이런 건 내 취향이 아니야.. 그렇다고 저번처럼 패스하고 다음 미션 진행하기에는 뭔가 아쉬워서 최근에 피키캐스트에서 올라온 MBTI 관련 포스트를 가져와봤어관심 표현 방법은 이미 다 아는 거일테니 넘어가고, 어울리는 학교 과목은 놀랐다 정도???사실 내가 사학자가 꿈이었거든. 역사를 너무 좋아해서 세계 유명 역사지를 다 가보는 게 소원이었어.물론 지금은 현실에 맞춰서 다른 과를 갔지만, 그 진로",0,3
(알수없음),05/27 23:09,"🤔MBTI 30일 챌린지 INFJ 20일차🤔<INFJ 편견부수기>우선 알페스는 정말 모르겠고 그닥 좋은건 아닌거 같음그래서 패스편견부수기로 가면1. INFJ는 말이 없다?자기가 편하고 주제가 잘 맞는 대화를 하면 폭포수처럼 말하는 편다만, 대화주제가 단순 수다떨기에 가볍지 않아 ㅋㅋ개인적으론, 내 페르소나가 굳이 말을 많이 하는건데, 사람들에게 좋은 인상을 심으려고, 약간의 인정욕구가 있어서 말을 많이하고 대화처음에 주도하려고 할때가 있어2. INFJ는 유순하다?이전에도 말햇지만, 조용조용 할말 다하는 성격이고, 유순한게 아니라 그냥 ",0,2
ENFJ대장,05/27 21:23,"☝🏻MBTI 30일 챌린지 ENFJ 26일차☝🏻[반대 MBTI 유형 빙고]나의 반대인 ISTP 빙고를 해봤는데, 0빙고라니ㅋㅋㅋㅋㅋㅋㅋㅋ역시나도 혼영, 혼밥 즐긴다고!시리즈물은 장르마다 다른데 내가 만화를 잘 안 좋아해서 원피스, 나루토, 드래곤볼, 심지어 디지몬도 잠깐 보다 말아서 스토리를 아예 몰라! 그랬더니 예전에 친구들한테 간첩이냐 소리도 들었다니까ㅋㅋㅋㅋㅋ그리고 요즘 상식박사가 내 꿈이라 한 번 그 유형에 빠지면 그쪽에 박학다식하려고 노력하지 :)D-4....",1,0
익명,05/27 13:47,mbti 왜 할 때마다 다르게 나오지... 처음엔 intj 였다가 그담 intp 이번엔 infp나옴... intj가 제일 많이 나오긴 함1,0,3
여물딱,05/27 01:31,ENTP 는 휴학이 답이에요하고싶은게 너무 많아서 휴학해버렸어요매일 정시에 방송하고 유튜브 편집해서 제때 올리는 인생 최대의 노력중입니다..그와중에 하고싶은게 너무 많아서댄스팀 들어가서 매주 커버댄스 추는중..엔팁들아 휴학하자!!!!!!!!,0,7
익명,05/27 01:12,enfp 아무도 없나.....,0,2
ENFJ대장,05/26 18:48,"☝🏻MBTI 30일 챌린지 ENFJ 25일차☝🏻[ENFJ 빙고]드디어 마지막 줄이다!!!!근데 나는 아깝게 하나하나 안 맞아서 석빙고야사실 계획이 조금이라도 어긋나면 개빡치는 스타일이었는데, 유럽 여행 때 계획을 끝까지 지키려고 노력하다 쓰러질 뻔한 적이 있어서 완전 계획에 충실하지 않기로 했어애인에 대한 집착이 심하냐는데 오히려 내가 연애를 못하고 있는 이유도 연락에 집착하는 스타일이 아니라 그런가봄. 막 일거수일투족까지 연락에만 의존하면서 산다는 생각은 아니거든그리고 이성 외모 안 따진다는데, 외모 따집니다ㅋㅋㅋㅋㅋㅋㅋ 분수맞지 않지만 여자는 잘생",0,2
(알수없음),05/25 22:52,"🤔MBTI 30일 챌린지 INFJ 18일차🤔<INFJ 유명인>1.캐릭터1-1. 박새로이자발적 아싸에 미래지향적이고 자기만의 이상이 있고 그거를 위해 자기만의 계획으로 성장하는 사람, 소신있음.사실 이태원클라쓰를 안봤는데 한번 봐야겠다는 생각이 듬1-2. 유정(치인트)엄친아지만 무슨생각하는지 알 수 없고 트라우마가 많아, 완벽주의적 성향의 가면을 쓰는 사람2. 연예인2-1.태연내가 개인적으로 가장 좋아하는 가수 중 하나인데, 그래서 이 성격을 더 좋아하나 싶기도 해. ㅋㅋ약간의 우울한 감성을 표현할 줄 알고, 자주웃지만, 조용하고, 안",1,0
ENFJ대장,05/25 22:51,"☝🏻MBTI 30일 챌린지 24일차☝🏻[ENFJ랑 어울리는 색]이게 퍼스널 컬러처럼 신뢰를 가지는 편은 아닌데, 인터넷에 찾아보니 ‘붉은 색과 섞인 오렌지’라고 하네. 왜 그런지 모르겠지만, 그 상징을 찾아보면 될 거 같아!오렌지는 행복과 즐거움을 주는 색으로 사교성 있고 친절한 성격의 소유자라고 하더라고!빨강은 자신감과 활동적이지만 흥분, 긴장을 초라하지만 다양한 아이디어와 감성을 자극한다네.개인적으로 이 둘을 섞으면 약간 노을빛이 생각나는데, 나는 노을을 굉장히 좋아해.. 요즘 센치하거든🤔",0,1
빨강만죽이는사람,05/25 18:33,너희들 정말 성실하구나... 진짜 존경해~,0,6
(알수없음),05/24 22:41,"🤔MBTI 30일 챌린지 INFJ 17일차🤔<INFJ 정반대 성격과 관계>정반대 성격이면 ESTP 사업가형인데, 내 주변 사람 mbti에 크게 관심을 안가져서 모르겠어딱 한명 별로 접점 없는 한 후배가 사업가형인거만 아는데, 결단력있고 과감한 스타일이더라 할말이 없어서 이쯤에서 마칠게그럼 17일차 끝#MBTI #INFJ #예언자형",0,0
빨강만죽이는사람,05/24 20:41,아,0,1
ESFJ대장,05/24 16:50,"🎉MBTI 30일 챌린지 - ESFJ🎉「4일차 - MBTI의 정확성에 대하여」내 맘대로 하는 30일 챌린지.이번에는 MBTI가 과연 정확한가에 대해 고민해보려고 해요.(참고로 글쓴이 주관적인 의견일 뿐 정답은 아닐 수 있음. 그리고 ESFJ와 아무 연관이 없음.)인터넷 상엔 여러가지 성격검사가 있고각각의 문항 개수, 질문 내용들은 비슷하면서도 다양해요.모든 질문에 Yes or No, 또는 그 중간 어딘가를 체크해야만 결과가 나오는데그렇게 나온 내 성격유형이 정말 내 모습을 완벽하게 설명하는가? 라는 질문엔 약간의 의구심이 들죠.예컨데'보통 ",0,0
ENFJ대장,05/24 14:05,"☝🏻MBTI 30일 챌린지 ENFJ 23일차☝🏻[ENFJ랑 어울리는 노래]자존감이 높지만 때로는 자존감이 낮아지기는 요즘. 이건 엔프제뿐만 아니라 많은 청춘이 겪을 고민이라고 봐.그때면 MC 스나이퍼의 ‘글루미 선데이’나 ‘할 수 있어’를 들어. 하늘은 언제나 나의 편이고, 아무리 내게 시련이 닥쳐도 할 수 있다는 응원을 받는 거지 :)[수정. 애니어그램]16일차에 있던 180문항 애니어그램을 다시 시도해봤어! 보니까 조력가 스타일로 나오더라고!! 문제는 자신을 잘 돌볼 줄 모른다는 거...Avicii의 ‘The nights’라는 노래가 있어. EDM",0,2
ENFJ대장,05/23 15:36,"☝🏻MBTI 30일 챌린지 ENFJ 22일차☝🏻[호그와트 기숙사]어제 익명이가 J들만 챌린지한다고 팩폭날렸던데ㅋㅋㅋㅋㅋㅋ 생각해보니 재밌는 관찰이었어어쨌든 엔프제가 해리포터 등장인물이라면??? 내가 갈 기숙사는 바로바로 정통 그리핀도오오오오르지!!!기사도 정신과 용기를 지닌 학생들이 모인 곳..참고로 다른 유형도 소개한다면,그리핀도르는 ESFJ, ISTP, ENFJ, ESFP레번클로는 ISTJ, INTJ, INTP, INFJ슬리데린은 ESTJ, ENTJ, ESTP, ENTP후플푸프는 ISFJ, ENFP, INFP, ISFP근데 난 해리포터 ",0,0
(알수없음),05/23 12:03,🤔MBTI 30일 챌린지 INFJ 16일차🤔<나의 애니어그램>https://urbanlist.kr/content/enneargram애니어그램하려면 10개 영역 18개씩 180문제 있는걸 해야 정확한 검사가 될테니 심심하면 해봐날개까지 확인한 결과 1w9인데 optimist 낙관주의자로 불린데DISC든 애니어그램이든 항상 완벽주의형에 이번에 mbti정식검사 받아보니 J가 환산점수 55점 중 49점이더라고 ㅋㅋ어느순간 완,0,2
익명,05/22 11:21,ㅋㅋㅋㅋㅋㅋㅋ챌린지하던 사람들 J형 인간들 말고 다 떨어져 나간거 넘 웃기다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7,8
